name,description,neighborhood_overview,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
15 mins walk to Harvard-Queen,"Discover urban comfort in this perfectly located getaway, minutes from multiple buslines, Porter Square’s red line and commuter rail station. Surrounded by a variety of restaurants, cafés, and shops, it’s the ideal spot to explore the best of Cambridge.<br /><br />Unwind in a private bedroom with a plush Queen-size bed, located on the 3rd floor of a charming, classic home. Whether you’re a solo traveler or a couple, this cozy retreat is the perfect place to relax after a day of city adventures.",,,,within an hour,100%,100%,North Cambridge,2,2,"['email', 'phone']",,North Cambridge,,42.38915773,-71.12032116,Private room in home,Private room,2,1.5,1.5 shared baths,1,2,"[""Washer"", ""Free parking on premises"", ""Cleaning products"", ""Conditioner"", ""Hot water"", ""Hair dryer"", ""Smoke alarm"", ""Outdoor dining area"", ""Kitchen"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Shampoo"", ""Shower gel"", ""Lock on bedroom door""]",$96.00 ,0,0,0,224,0,0,0,,,,,,,,2,0,2,0,
Accessible Private Room #1808 E,"This 72 sqft room may be furnished or unfurnished at the time of your <br />   move-in date. For up-to-date prices, please enter your move-in, <br />   move-out dates, and your furnishing option.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,Cambridgeport,,42.36241579,-71.11068039,Private room in rental unit,Private room,1,0,0 shared baths,1,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Hot water"", ""Smoke alarm"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating""]",$51.00 ,0,0,0,175,0,0,0,,,,,,,,23,0,23,0,
Classic Private Room #751 A,"This 166 square footage room on Boston's Inman Square is a clean, <br />   spacious and pretty room in a 4-bedroom apartment which is currently <br />   furnished, but it can be unfurnished for an additional fee.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,Mid-Cambridge,,42.37213334,-71.10020274,Private room in rental unit,Private room,1,0,0 shared baths,4,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Hot water"", ""Smoke alarm"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating"", ""Air conditioning""]",$73.00 ,0,0,0,241,0,0,0,,,,,,,,23,0,23,0,
Comfortable Private Room #1808 A,"This 153 sqft room may be furnished or unfurnished at the time of your <br />   move-in date. For up-to-date prices, please enter your move-in, <br />   move-out dates, and your furnishing option.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,Riverside,,42.36423173,-71.10904506,Private room in rental unit,Private room,1,0,0 shared baths,1,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Hot water"", ""Smoke alarm"", ""Dedicated workspace"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating""]",$48.00 ,0,0,0,175,0,0,0,,,,,,,,23,0,23,0,
Convenient Private Room #1323 B,"This 118 square footage room on Boston's Central Square (Cambridge) is <br />   a spacious, lovely and clean room in a 4-bedroom apartment which is <br />   currently furnished, but it can be unfurnished for an additional fee.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,Mid-Cambridge,,42.36989331,-71.10100097,Private room in rental unit,Private room,1,0,0 shared baths,1,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Free street parking"", ""Hot water"", ""Smoke alarm"", ""Dedicated workspace"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating""]",$61.00 ,0,0,0,133,0,0,0,,,,,,,,23,0,23,0,
Convenient Private Room #1772 B,"This 120 sqft room may be furnished or unfurnished at the time of your <br />   move-in date. For up-to-date prices, please enter your move-in, <br />   move-out dates, and your furnishing option. Please note that the <br />   membership fee for this room is $150 per month, which includes heating <br />   and hot water for the unit.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,Neighborhood Nine,,42.3831143,-71.12824679,Private room in rental unit,Private room,1,0,0 shared baths,3,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Smoke alarm"", ""Hot water"", ""Dedicated workspace"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi""]",$46.00 ,0,0,0,176,0,0,0,,,,,,,,23,0,23,0,
Classic Private Room #588 A,"This 169 square footage room on Boston's Central Square (Cambridge) is <br />   a clean, spacious and glossy room in a 4-bedroom apartment which is <br />   currently furnished, but it can be unfurnished for an additional fee.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,Mid-Cambridge,,42.37022231,-71.10107121,Private room in rental unit,Private room,1,0,0 shared baths,4,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Free street parking"", ""Hot water"", ""Smoke alarm"", ""Dedicated workspace"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating""]",$64.00 ,0,0,0,114,0,0,0,,,,,,,,23,0,23,0,
Convenient Private Room #1474 E,"This comfy, cute and charming room is available. This room is also <br />   available for a short and long term rent.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,Cambridgeport,,42.36286209,-71.10421353,Private room in rental unit,Private room,1,0,0 shared baths,5,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Free street parking"", ""Hot water"", ""Smoke alarm"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating"", ""Washer"", ""Dryer""]",$62.00 ,0,0,0,185,0,0,0,,,,,,,,23,0,23,0,
Simple Private Room #1744 B,"This 130 square footage room on Boston's Wellington-Harrington <br />   (Cambridge). It's a functional, spacious and comfortable room in a <br />   3-bedroom apartment which is currently furnished, but it can be <br />   unfurnished for an additional fee. For up to date prices, please <br />   indicate your move-in date, move-out date and your furnishing <br />   preference.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,East Cambridge,,42.37183426,-71.08635088,Private room in rental unit,Private room,1,0,0 shared baths,3,1,"[""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Hot water"", ""Smoke alarm"", ""Patio or balcony"", ""Cooking basics"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi""]",$51.00 ,0,0,0,170,0,0,0,,,,,,,,23,0,23,0,
Simple Private Room #951 A,"This 193 square footage room on Boston's Central Square (Cambridge) is <br />   a clean, spacious and glossy room in a 3-bedroom apartment which is <br />   currently furnished, but it can be unfurnished for an additional fee.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,Mid-Cambridge,,42.37008954,-71.10211869,Private room in rental unit,Private room,1,0,0 shared baths,3,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Free street parking"", ""Hot water"", ""Smoke alarm"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating""]",$79.00 ,0,0,0,215,0,0,0,,,,,,,,23,0,23,0,
Convenient Private Room #443 D,"This good-looking, spacious and neat room is available. This room is <br />   also available for a short and long term rent.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,Riverside,,42.37045,-71.11416,Private room in rental unit,Private room,1,0,0 shared baths,1,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Hot water"", ""Smoke alarm"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating"", ""Washer"", ""Air conditioning"", ""Dryer""]",$77.00 ,0,0,0,215,0,0,0,,,,,,,,23,0,23,0,
Modest Private Room #1297 A,"This 140 square footage room on Boston's Central Square (Cambridge) is <br />   a spacious, lovely and clean room in a 3-bedroom apartment which is <br />   currently furnished, but it can be unfurnished for an additional fee.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,Wellington-Harrington,,42.3692,-71.09274,Private room in rental unit,Private room,1,0,0 shared baths,1,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Free street parking"", ""Hot water"", ""Smoke alarm"", ""Dedicated workspace"", ""Microwave"", ""Cooking basics"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating""]",$52.00 ,0,0,0,285,0,0,0,,,,,,,,23,0,23,0,
Modest Private Room #751 C,"This 136 square footage room on Boston's Inman Square is a clean, <br />   spacious and glossy room in a 4-bedroom apartment which is currently <br />   furnished, but it can be unfurnished for an additional fee.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,The Port,,42.3705,-71.09879,Private room in rental unit,Private room,1,0,0 shared baths,4,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Hot water"", ""Smoke alarm"", ""Dedicated workspace"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating"", ""Air conditioning""]",$71.00 ,0,0,0,246,0,0,0,,,,,,,,23,0,23,0,
Simple Private Room #443 E,"This adorable, superb and cute room is available. This room is <br />   available for a short or long-term staying in this shared apartment.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,Riverside,,42.37032,-71.11464,Private room in rental unit,Private room,1,0,0 shared baths,7,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Hot water"", ""Smoke alarm"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating"", ""Washer"", ""Air conditioning"", ""Dryer""]",$66.00 ,0,0,0,185,0,0,0,,,,,,,,23,0,23,0,
Simple Private Room #443 C,"This good-looking, spacious and neat room is available. This room is <br />   also available for a short and long term rent.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,Mid-Cambridge,,42.3706458,-71.11268978,Private room in rental unit,Private room,1,0,0 shared baths,1,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Hot water"", ""Smoke alarm"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating"", ""Washer"", ""Air conditioning"", ""Dryer""]",$75.00 ,0,0,0,215,0,0,0,,,,,,,,23,0,23,0,
Simple Private Room #1299 C,"This 105 square footage room on Boston's Central Square (Cambridge) is <br />   a clean, spacious and flashing room in a 3-bedroom apartment which is <br />   currently furnished, but it can be unfurnished for an additional fee.",Metro - 10 min,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",Neighborhood highlights,Wellington-Harrington,,42.36825587,-71.09314019,Private room in rental unit,Private room,1,0,0 shared baths,1,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Free street parking"", ""Hot water"", ""Smoke alarm"", ""Microwave"", ""Cooking basics"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating""]",$67.00 ,0,0,0,215,0,0,0,,,,,,,,23,0,23,0,
Functional Private Room #1323 C,"This 215 square footage room on Boston's Central Square (Cambridge) is <br />   a clean, spacious and pretty room in a 4-bedroom apartment which is <br />   currently unfurnished, but it can be furnished for an additional fee.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,The Port,,42.36992974,-71.1005306,Private room in rental unit,Private room,1,0,0 shared baths,1,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Free street parking"", ""Hot water"", ""Smoke alarm"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating""]",$74.00 ,0,0,0,144,0,0,0,,,,,,,,23,0,23,0,
Functional Private Room #1299 B,"This 129 square footage room on Boston's Central Square (Cambridge) is <br />   a spacious, lovely and clean room in a 3-bedroom apartment which is <br />   currently furnished, but it can be unfurnished for an additional fee.",Metro - 10 min,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",Neighborhood highlights,Wellington-Harrington,,42.36969944,-71.09131734,Private room in rental unit,Private room,1,0,0 shared baths,3,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Free street parking"", ""Hot water"", ""Smoke alarm"", ""Dedicated workspace"", ""Microwave"", ""Cooking basics"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating""]",$54.00 ,0,0,0,245,0,0,0,,,,,,,,23,0,23,0,
Simple Private Room #1323 D,"This 126 square footage room on Boston's Central Square (Cambridge) is <br />   a clean, spacious and glossy room in a 4-bedroom apartment which is <br />   currently unfurnished, but it can be furnished for an additional fee.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,Mid-Cambridge,,42.36843,-71.10244,Private room in rental unit,Private room,1,0,0 shared baths,4,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Free street parking"", ""Hot water"", ""Smoke alarm"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating""]",$61.00 ,0,0,0,137,0,0,0,,,,,,,,23,0,23,0,
Simple Private Room #1776 A,"This 150 sqft room may be furnished or unfurnished at the time of your <br />   move-in date. For up-to-date prices, please enter your move-in, <br />   move-out dates, and your furnishing option. Please note that the <br />   membership fee for this room is $150 per month, which includes heating <br />   and hot water for the unit.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,Neighborhood Nine,,42.38507,-71.13019,Private room in rental unit,Private room,1,0,0 shared baths,4,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Hot water"", ""Smoke alarm"", ""Dedicated workspace"", ""Microwave"", ""Cooking basics"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi""]",$58.00 ,0,0,0,134,0,0,0,,,,,,,,23,0,23,0,
Accessible Private Room #1809 B,"This 150 sqft room may be furnished or unfurnished at the time of your <br />   move-in date. For up-to-date prices, please enter your move-in, <br />   move-out dates, and your furnishing option.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,Cambridgeport,,42.36245,-71.11032,Private room in rental unit,Private room,1,0,0 shared baths,5,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Hot water"", ""Smoke alarm"", ""Dedicated workspace"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating""]",$48.00 ,0,0,0,129,0,0,0,,,,,,,,23,0,23,0,
Functional Private Room #751 B,"This 139 square footage room on Boston's Inman Square is a clean, <br />   spacious and glossy room in a 4-bedroom apartment which is currently <br />   unfurnished, but it can be furnished for an additional fee.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,Mid-Cambridge,,42.3725,-71.10011,Private room in rental unit,Private room,1,0,0 shared baths,4,1,"[""Dishwasher"", ""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Hot water"", ""Smoke alarm"", ""Microwave"", ""Cooking basics"", ""TV"", ""Wifi"", ""Carbon monoxide alarm"", ""Oven"", ""Heating"", ""Air conditioning""]",$56.00 ,0,0,0,185,0,0,0,,,,,,,,23,0,23,0,
South Boston Unit | 5BR 3BATH,"***Please note that we are experiencing a technical issue that is causing the map to display incorrectly. However, we want to confirm that this unit is located in South Boston.<br /><br />Enjoy a modern luxury experience at this centrally-located modern 5BR/3 BATH home in Boston. <br /><br />✅ 3 minute walk from Subway/Bus Station<br />✅ 8 minute drive to Downtown & Airport<br />✅ Recent renovated<br />✅ Ground Floor! No Stairs<br /><br />BOOK NOW for an unforgettable blend of modern luxury, prime location, and peaceful respite!",,"Boston, MA","Thank you for viewing my page! 
Book now for a hotel style experience while feeling just at home with our modern design. My homes offer rich decadents, luxury service, and outstanding amenities. You will find nearby business districts, theme parks, shopping malls, and beautiful beaches. We pride ourselves on 5-star hotel standards of cleanliness.",within an hour,100%,99%,Columbus Park / Andrew Square,40,42,"['email', 'phone']",,East Cambridge,,42.36302707,-71.08057829,Entire home,Entire home/apt,14,,3 baths,5,,"[""Refrigerator"", ""Bed linens"", ""Conditioner"", ""Free street parking"", ""High chair"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Drying rack for clothing"", ""Noise decibel monitors on property"", ""Oven"", ""Shower gel"", ""First aid kit"", ""Board games"", ""Self check-in"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Microwave"", ""Long term stays allowed"", ""Baking sheet"", ""Iron"", ""Blender"", ""Books and reading material"", ""Coffee"", ""Dryer"", ""Cleaning products"", ""Toaster"", ""Smoke alarm"", ""Laundromat nearby"", ""Hangers"", ""Coffee maker"", ""Smart lock"", ""Essentials"", ""Dining table"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Body soap"", ""Air conditioning"", ""Dishwasher"", ""Crib"", ""Stove"", ""Children\u2019s dinnerware"", ""Dishes and silverware"", ""Clothing storage"", ""Extra pillows and blankets"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Heating"", ""Washer""]",,0,0,0,0,0,0,,,,,,,,,7,3,4,0,
2 Bed Near Harvard Square,"Looking to stay near Harvard or Central Square? This 2 bed 1 bath is a short 6 minute walk to Harvard University and 10 minute walk to Central Sq. The perfect location for the visiting professor or professional looking to live near any of the following: <br /><br />*Harvard Yard<br />*Harvard Square and its shops/cafes<br />*Red Line T stop- 7 min walk<br />*Grocery store<br />*Various eateries and coffee shops<br />*Bike rental<br /><br />Enjoy furnished, turnkey conditions in this urban oasis at the heart of a historical city-center!",,"Cambridge, MA",,within an hour,94%,58%,Cambridge,135,190,"['email', 'phone']",,Mid-Cambridge,,42.37397,-71.11244,Entire rental unit,Entire home/apt,4,1,1 bath,2,2,"[""Refrigerator"", ""Bed linens"", ""Dryer \u2013 In building"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Oven"", ""Shower gel"", ""Hair dryer"", ""Dedicated workspace"", ""Microwave"", ""Baking sheet"", ""Iron"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Dining table"", ""TV"", ""Carbon monoxide alarm"", ""Coffee maker: drip coffee maker"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Air conditioning"", ""Dishwasher"", ""Stove"", ""Dishes and silverware"", ""Clothing storage"", ""Hot water"", ""Heating"", ""Washer""]",$384.00 ,0,0,0,162,0,0,0,,,,,,,,68,32,36,0,
Accessible Private Room #1786 C,"This 272 square footage room on Boston's East Cambridge! It's a <br />   functional, spacious and comfortable room in a 4-bedroom apartment <br />   which is currently unfurnished, but it can be furnished for an <br />   additional fee. For up to date prices, please indicate your move-in <br />   date, move-out date and your furnishing preference.",,"New York, NY","I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!",within a few hours,88%,74%,Barney Circle,778,988,"['email', 'phone']",,East Cambridge,,42.37209293,-71.08300393,Private room in rental unit,Private room,1,0,0 shared baths,4,1,"[""Lockbox"", ""Dishes and silverware"", ""Self check-in"", ""Free street parking"", ""Hot water"", ""Smoke alarm"", ""Microwave"", ""Cooking basics"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Washer"", ""Dryer""]",$64.00 ,0,0,0,91,0,0,0,,,,,,,,23,0,23,0,
Room near Davis/Porter Square,"-Close to 77 bus line and Davis red line station<br />-7-minute walk from Davis square and 15-minute walk to Porter Square.<br />-Close to many restaurants and stores including Porter Square Galleria.<br />-The apartment gets cleaned every other week.<br />-Living room has a TV with streaming subscriptions(Netflix)!<br />- Close to Harvard Square/University, Tufts University and Lesley University<br />- Ideal for visiting researchers, students, interns and working professionals.<br />-Lots of closet space!",,"San Jose, CA",,within an hour,100%,94%,Winter Hill,10,10,"['email', 'phone']",,North Cambridge,,42.3967,-71.12739,Private room in rental unit,Private room,1,1,1 shared bath,1,1,"[""Refrigerator"", ""Bed linens"", ""Rice maker"", ""Hot water kettle"", ""Lock on bedroom door"", ""Lockbox"", ""Self check-in"", ""Dedicated workspace"", ""Microwave"", ""Blender"", ""Iron"", ""Dryer"", ""Cleaning products"", ""Smoke alarm"", ""Laundromat nearby"", ""TV"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Air conditioning"", ""Dishwasher"", ""Stove"", ""Dishes and silverware"", ""Clothing storage"", ""Hot water"", ""Wine glasses"", ""Washer""]",$64.00 ,0,0,0,147,0,0,0,,,,,,,,3,0,3,0,
Large Room near Davis/Porter Sq,"-Close to 77 bus line and Davis red line station<br />-7-minute walk from Davis square and 15-minute walk to Porter Square.<br />-Close to many restaurants and stores including Porter Square Galleria.<br />-The apartment gets cleaned every other week.<br />-Living room has a TV with streaming subscriptions(Netflix)!<br />- Close to Harvard Square/University, Tufts University and Lesley University<br />- Ideal for visiting researchers, students, interns and working professionals.<br />-Large room with four windows!",,"San Jose, CA",,within an hour,100%,94%,Winter Hill,10,10,"['email', 'phone']",,North Cambridge,,42.39637507,-71.12905896,Private room in rental unit,Private room,1,1,1 shared bath,1,1,"[""Refrigerator"", ""Bed linens"", ""Rice maker"", ""Hot water kettle"", ""Lock on bedroom door"", ""Lockbox"", ""Self check-in"", ""Dedicated workspace"", ""Microwave"", ""Blender"", ""Iron"", ""Dryer"", ""Cleaning products"", ""Smoke alarm"", ""Laundromat nearby"", ""TV"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Air conditioning"", ""Dishwasher"", ""Stove"", ""Dishes and silverware"", ""Clothing storage"", ""Hot water"", ""Wine glasses"", ""Washer""]",$67.00 ,0,0,0,207,0,0,0,,,,,,,,3,0,3,0,
